-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2215,1996,1940,2106,2107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1017,1236,1019,-1,-1,276,387,221,222,112,166,166,167,167,168,3301,3302,3413,3522,3522,3246,3193,3192,3137,3247,3193,3193,3191,3193,3191,3248,3249,168,168,223,278,-1,-1,3465,3247,3248,3523,3246,3137,3192,3193,3193,3193
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1884,2269,1832,2107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1181,1182,1074,1019,-1,-1,-1,220,221,222,167,167,112,222,222,1071,1018,1018,1236,1236,3301,3302,3246,3192,3137,3191,3137,3247,3248,3412,3303,167,167,223,278,-1,-1,-1,3301,3412,3249,-1,3245,3246,3137,3191,3247,3247
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2159,2160,2381,1888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1237,1182,1074,1236,1075,-1,-1,330,166,166,168,112,167,166,1240,1403,1293,1073,1732,1347,1074,3410,3193,3247,3191,3137,3191,3356,168,167,223,388,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,3301,3413,3246,3193,3248
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2159,1940,1888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1181,1238,1182,1074,1075,-1,330,222,168,112,222,168,168,1126,1732,1733,1732,1512,1458,1625,3245,3412,3246,3248,3302,3302,3249,112,223,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3190,3191,3138
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2218,1888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1181,1182,1074,1019,440,112,168,166,112,166,112,1126,1513,1401,1348,1567,1403,1566,1184,1239,3245,3303,222,168,222,223,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3245,3246,3192
-1,-1,-1,-1,-1,-1,-1,-1,1951,2336,2336,1899,-1,-1,-1,-1,-1,-1,-1,2104,1830,2106,2107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1237,1182,1130,220,221,167,112,112,222,168,1181,1182,1129,1679,1567,1184,1291,1239,167,168,112,222,223,497,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3465,3193
-1,-1,-1,-1,1897,2337,2336,2337,1952,1667,1667,2281,1899,-1,-1,-1,-1,-1,1775,1830,1942,1940,1832,2051,-1,-1,-1,-1,-1,-1,1456,1404,-1,-1,-1,-1,-1,-1,1237,1020,1075,276,388,221,112,166,112,168,1240,1567,1073,1184,1239,112,112,112,166,168,223,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3245,3523
-1,-1,1897,2336,2175,1667,1667,1667,1667,1667,1667,1667,1456,1845,1460,-1,-1,-1,1884,2161,2216,2215,1940,1888,-1,-1,-1,-1,-1,1456,1457,1625,1403,1404,-1,-1,-1,-1,-1,1240,1074,1075,-1,220,221,166,168,167,1126,1735,1183,1295,167,168,166,112,223,498,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1897,1952,2007,2009,2009,2064,2339,2339,2338,2340,2338,1678,1568,1679,-1,-1,2050,2105,2219,-1,-1,2218,1888,-1,-1,-1,-1,1456,1457,1512,1512,1514,1679,-1,-1,-1,-1,-1,1237,1182,1130,-1,-1,165,167,167,112,1181,1238,1238,1185,167,112,223,388,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1951,2175,2064,2338,2338,2118,2119,-1,-1,-1,-1,-1,1622,1567,1679,-1,2104,2105,2161,1943,-1,-1,1939,2162,-1,-1,-1,-1,1511,1569,1623,1676,1458,1789,-1,-1,-1,-1,-1,-1,1240,1074,1075,-1,440,168,112,168,222,112,167,222,223,277,278,-1,1071,1236,1236,1236,1019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,2064,2119,-1,-1,-1,-1,-1,-1,-1,-1,-1,1456,1401,1570,-1,2218,2161,2162,1402,1404,-1,-1,-1,-1,-1,-1,1456,1457,1679,-1,1788,1512,1625,1460,-1,-1,-1,-1,-1,1237,1182,1130,-1,385,166,167,166,167,166,166,222,331,-1,-1,1071,1072,1622,1184,1291,1239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2175,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,1456,1401,1570,-1,-1,2159,2162,1456,1621,1625,1844,1460,-1,-1,-1,1456,1621,1569,1570,-1,1733,1513,1568,1679,-1,-1,-1,-1,-1,-1,1126,1295,-1,385,222,166,222,112,112,168,223,224,-1,1017,1072,1184,1238,1185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2118,2119,-1,-1,-1,-1,-1,-1,-1,-1,1402,1621,1625,1460,-1,-1,-1,1402,1621,1568,1569,1567,1625,1843,1843,1404,1733,1512,1789,-1,1456,1621,1569,1842,1732,-1,-1,-1,-1,-1,-1,1126,1295,-1,220,221,222,168,168,223,277,224,-1,1017,1072,1184,1185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
